17945	белые находится под шахом и не могут сделать ход.	 ишкәакәаӡа иҟалоит, аха амҩа ацҵарагьы ҟалом.
17955	белые сдались.	 ишкәакәахеит.
3082	блокировать ли встроенную рекламу, которую показывают некоторые веб-страницы.	 авеб-даҟьақәак арбара ииагатәуп ҳәа.
18528	блокировать стандартные сочетания клавиш.	 истандарту аҟазшьарбагақәа еиҟароу.
41392	больше не используется.	 уаҳа ахархәара ауӡом.
40421	больше нет абзацев.	 уаҳа абзацқәа ыҟам.
40405	больше нет блоков цитирования.	 ацитатақәа уаҳа иҟалаӡом
22026	больше нет вариантов ходов.	 уаҳа даҽа вариантк ыҟам.
40413	больше нет заголовков.	 уаҳа ахқәа ыҟам.
40420	больше нет изменяющихся областей.	 уаҳа зҽызыԥсахуа аганқәа.
40415	больше нет изображений.	 уаҳа асахьақәа ыҟаӡам.
40407	больше нет кнопок-флажков.	 уаҳа ыҟам апытҟәыр-ефтә.
40406	больше нет кнопок.	 уаҳа иҟаӡам апытҟәыр.
40408	больше нет крупных объектов.	 уаҳа иҟам аобиеқтқәа.
40409	больше нет нажимаемых объектов.	 аобиеқтқәа уаҳа иҟаӡам.
40425	больше нет непосещённых ссылок.	 уаҳа изҭаамӡац азхьарԥшқәа.
40416	больше нет ориентиров.	 уаҳа ахырхарҭа ыҟаӡам.
40422	больше нет переключателей.	 аиҭагага уаҳа иҟалаӡом.
40411	больше нет полей ввода.	 аҭагалара аҭакырақәа уаҳа иҟаӡам.
40410	больше нет полей со списками.	 ахьӡынҵа змоу аҭакырақәа уаҳа иҟаӡам.
40412	больше нет полей форм.	 аформа аҭакырақәа уаҳа иҟаӡам.
40426	больше нет посещённых ссылок.	 уаҳа изҭаамӡац азхьарԥшқәа.
40423	больше нет разделителей.	 уаҳа аиҟәшагақәа ыҟам.
40418	больше нет списков.	 уаҳа ахьӡынҵа ыҟаӡам.
40417	больше нет ссылок.	 уаҳа азхьарԥш ыҟам.
40424	больше нет таблиц.	 уаҳа аҭаӡҩыра ыҟаӡам.
40419	больше нет элементов списка.	 ахьӡынҵа аелементқәа уаҳа иҟам.
42202	бросить все!	 уаҟәыҵ зегьы!
42153	бросить эту игру и начать новую?	 ари ахәмарга ахәмарреи аҿыц алагалареи?
42203	бросок!	 шаҟа!
21606	будьте внимательны, не потеряйте пароль.	 азҿлымҳара аашәырԥшла, ажәамаӡа шәцәымӡлан.
31863	буфер содержит недопустимые символы.	 абуфер иаҵанакуеит изымуа асимволқәа.
25496	был ли этот отзыв полезен для вас?	 ишәыдышәкылама шәара шәзы ари агәнаҳа аҟаҵара?
40478	быстрее.	 ирласны.
3423	в вашем соединении проблем не обнаружено.	 аиԥшьырҭа аҟны апроблемақәа ԥшаам.
32685	в доступе отказано со стороны пользователя или сервера.	 ахархәаҩ мамзаргьы асервер мап ацәкра.
11962	в какой операционной системе?	 иарбан операциатә системау?
38624	в качестве значков можно использовать только локальные изображения.	 адыргаҷаҵас ахархәара амазар ҟалоит алокалтә сахьақәа мацара.
12606	в меню выбора недавних элементов нельзя добавлять дочерние элементы.	 амениу аҟны ааигәатәи ахәҭақәа ралхраан иаҿыгоу ахәҭақәа ацҵалатәуп.
25246	в некоторых странах установка или использование этого кодека могут быть незаконны.	 тәылақәак рҿы ашьақәыргылара, мамзаргьы ари азакәанеидкыла рхы иадырхәар алшоит.
8780	в папке нет сообщений.	 аҭаӡ аҟны аацҳарақәа ыҟам.
12605	в разделитель нельзя добавить дочерние элементы.	 аиҟәшагаҿ иаҿыгоу ахәҭақәа ацҵатәуп.
11308	в режиме совместимости на экран входа в систему можно вывести небольшое изображение, предоставляя дистрибутивам и администраторам возможность отображения фирменного оформления.	 аекран аҿы аилагӡара арежим ала аекран аҿы рацәак идуум асахьа ҭыхзар ҟалоит, адистрибективқәеи, афирматә еиқәыршәареи адырганҵа рфырхаҵареи ала.
8220	в сообщении нет текстового содержимого.	 аацҳамҭа аҟны иҟаӡам атеқсттә ҭаҵа.
15575	в текущем языке отсутствует распознаватель символов.	 уажәтәи абызшәала асимволқәа рыла ишьақәгылаӡам.
140	в этой игре нельзя получить подсказку.	 ари ахәмарраҿы аҵаҳәага аиура ҟалом.
138	в этой игре подсказки ещё не реализованы.	 ари ахәмарра макьана инагӡам.
32595	в этом вступлении свет может играть только на клетках, граничащих с тёмными.	 ҳәара аҭахума, алашара алҵшәа бзиа аазго аклеткақәа роуп.
10647	в этот контакт нельзя записать аватар.	 ари аконтакт аҿы авариақәа ранҵара ҟалаӡом.
10648	в этот контакт нельзя записать адреса веб-служб.	 ари аконтакт аҿы авеб-маҵзураҭыԥ аҭаҩра ҟалом.
10659	в этот контакт нельзя записать день рождения.	 ари ацәажәарамш аҭаҩра ҟалом.
10650	в этот контакт нельзя записать локальный идентификатор.	 ари аконтакт аҽамадара ҟалаӡом алокалтә аидентификатор.
10665	в этот контакт нельзя записать пол.	 ари аимадара аҭаҩра ҟалом.
10656	в этот контакт нельзя записать полное имя.	 ари аконтакт ахьӡ аҭаҩра ауам.
10658	в этот контакт нельзя записать примечание.	 ари аимадараҿ азгәаҭа анҵара ҟалаӡом.
10657	в этот контакт нельзя записать псевдоним.	 ари аимадараҿы апсевдонимқәа рҭаҩра ҟалаӡом.
10662	в этот контакт нельзя записывать адреса клиентов для обмена мгновенными сообщениями.	 ари аимадаразы аԥарашьҭаҵаҩцәа рҭыӡҭыԥ анҵара ҟалаӡом.
10666	в этот контакт нельзя записывать антиссылки.	 ари аконтакт анҵара ҟалаӡом.
10663	в этот контакт нельзя записывать группы.	 ари аконтакт аҿы агәыԥқәа анҵара ҟалаӡом.
10655	в этот контакт нельзя записывать почтовые адреса.	 ари аконтакт аҿы аԥошьҭатә адресқәа анҵалатәуп.
10660	в этот контакт нельзя записывать роли.	 ари аконтакт аҿы арольқәа анҵалатәуп.
10661	в этот контакт нельзя записывать структурированные имена.	 ари ацәажәараҿы аструктурақәа рыхьӡқәа ранҵара ҟалаӡом.
10654	в этот контакт нельзя записывать телефонные номера.	 ари ацәажәараҿы аҭелтә номерқәа анҵара ҟалаӡом.
25670	важное обновление готово к установке.	 акрызҵазкуа арҿыцра иазыхиоуп.
42395	вам запрещено открывать этот файл.	 ари афаил аартра азин шәымам.
42215	вариант игры в покер с костями и деньгами.	 ахәмарреи ацхеи рхы иархәаны ахәмарра авариант ала.
25493	ваш отзыв будет скрыт до тех пор, пока его не проверит администратор.	 шәара шәвазаара администратор игәеиҭаанӡа.
20185	ваш пароль изменился с момента последней аутентификации!	 шәара ажәамаӡа аҵыхәтәантәи аутентификациа инаркны аҽаԥсахит!
16228	ваш проект будет создан в новой дочерней папке.	 шәара проект иҿыцу иаҿыгоу аҭаӡ аҟны иаԥҵан.
8563	ваш сервер не поддерживает этот тип проверки подлинности и, возможно, совсем не поддерживает проверку подлинности.	 шәара асервер ари баша агәаҭара ахкы аднакылом, насгьы уи аилкаара зынӡа иадгылаӡом.
25705	ваша операционная система больше не поддерживается.	 шәара шә аԥҟарҭа уаҳа иуԥылаӡом.
15645	ваша предыдущая сессия будет готова через мгновение.	 шәара иаԥхьанеиуа аилатәара, еимгеимцарак ала ихацыркхоит.
21740	ваша связка ключей для входа в систему не была разблокирована, когда вы зарегистрировались в компьютере.	 асистема уҩналарц азы ацаԥхақәа реизгара, алшара ыҟамызт акомпиутер аҿы ашәҟәы шәанҭаз.
20279	введён неверный код.	 иҭагалоуп ииашам акод.
25883	введенная головоломка имеет несколько решений.	 иаарту ахыхга ала аӡбарақәа амоуп.
25881	введенная головоломка не является правильной головоломкой судоку.	 ишахәҭам ала ихҭырԥа
14434	введённый пароль неверен.	 иҭагалоу ажәамаӡа иашам.
41508	введите дважды пароль для нового ключа.	 иҭажәгал ажәамаӡа ҿыц азы.
19557	введите имя пользователя и пароль для просмотра принтеров на сервере печати.	 апринтер аҿыгараан апринтер аҿыгараз ахархәаҩ ихьӡи имаӡажәеи ҭажәгал
23161	введите ниже ваш пароль.	 ихадароу амаӡажәа ҭажәгал.
20096	введите пароль ещё раз.	 иҭажәгал ажәамаӡа.
38813	введите пароль здесь.	 ихадароу амаӡажәа ҭажәгал абра.
8599	введите пароль.	 ихадароу амаӡажәа.
25882	введите правильную головоломку.	 иҭажәгал ииашоу ахы.
32045	ввод пароля отменён.	 ажәамаӡа ԥсахуп.
40920	вводите текст.	 иҭагалатәуп атеқст.
25890	вернуть игровую доску к исходному состоянию?	 ахәмарҩы хәтә ҭагылазаашьахь дгьежьыр?
26769	версия файла конфигурации и терминала не совместимы.	 аконфигурациатә фаил аверсиа аднакылашом.
23090	взять заметки и экспортировать их куда-либо.	 азгәаҭақәеи рекспортреи.
42606	видео не может быть доступно в автономном режиме.	 авидеонҵамҭа ахалагаратә режим ахь анеира ауам.
12309	виджет не выделен.	 авиджет алкааӡам.
16174	видимые цветные строки.	 иубарҭоу ацәаҳәақәа.
18001	включает и выключает поддержку геопозиционирования.	 иаҿакуп асимпозиум аркрагьы.
18996	включает раскладки клавиатуры и методы ввода.	 уахь иаҵанакуеит арыдыркыра агәылаҵақәеи аҭагалара аметодқәа.
19527	включает режим энергосбережения, когда батарея разряжена.	 амчхара иаҵанакуа рацәоуп, батареиа аныҳәара ианалага.
23660	включает эмуляцию средней кнопки мыши при одновременном нажатии левой и правой кнопки.	 апытҟәыр абжьара апытҟәырқәа, армала, арӷьала апытҟәырқәа анеиқәшәо.
4697	включать выделенную подпись только в новые сообщения, но не добавлять в ответы или перенаправления.	 иалкаау анапы аҵаҩрахь еҭагалатәуп иҿыцу алагалақәа, аха урҭ аҭакқәа рыҟаҵара ма даҽаџьара рыцҵатәым.
16134	включать круглые скобки при автодополнении.	 ахыц гьежьқәа аҿактәуп автопадгьылаҿ.
19740	включать результаты поиска, предоставляемые приложением.	 апрограмма иаларгало аԥшаара алҵшәақәа аҿактәуп.
41883	включена или нет постобработка.	 рыбжьара иҟоу акы ыҟам.
27979	включена ли специальная возможность клавиш переключения.	 урҭ аиҭагага иҷыдоу алшара аҿакума.
27966	включена ли специальная возможность медленных клавиш.	 урҭ абҩа иалху аклавишақәа аҿакума.
27952	включена ли специальная возможность отскакивающих клавиш для клавиатуры.	 урҭ арыдыркыразы ҷыдала алшара рымоума.
27958	включена ли специальная возможность управления мышью с помощью клавиш.	 урҭ анапхгага ала инарыгӡоит иҷыдоу алшара.
27933	включена ли экранная клавиатура.	 аекран иалху арыдыркыра аҿакума
27935	включена ли экранная лупа.	 аекран ақәҭыхымҭа аҿакума
19773	включение или отключение подключений удаленного рабочего стола к этому компьютеру.	 ари акомпиутер ахь аусуратә еишәа аҿакра, мамзаргьы аҟәыхра
11408	включение этого параметра показывает, нужно ли отображать изменения внутри строк одной строкой.	 ари апараметр аҿакра, ацәаҳәақәа цәаҳәак аҩныҵҟа рыԥсахра аҭахны иҟоума.
27937	включено ли чтение с экрана.	 аекран аԥхьара ианыхтәума.
40263	включено озвучивание по клавишам и словам.	 уахь иаҵанакуеит арыдқәеи ажәақәеи рыла абжьы ахаҵара.
40259	включено озвучивание по клавишам.	 уахь иаҵанакуеит арыд аҭара.
40265	включено озвучивание по предложениям.	 уахь иаҵанакуеит адгаларақәа рыҟаҵара.
40269	включено озвучивание по словам и предложениям.	 уахь иаҵанакуеит абжьы ахаҵара ажәақәеи ажәалагалақәеи рыла.
40267	включено озвучивание по словам.	 абжьы хаҵа ицоит, мамзаргьы уи иажәақәа рыла.
28225	включены ли глобально уведомления для этого приложения.	 ари аԥшьы азы глобалла ардырраома.
18572	включите для подключения устройств и передачи файлов.	 ашьақәыргылақәеи афаилқәеи аҿакра шьҭашәҵа.
27654	включите общий доступ, чтобы сделать содержимое папки доступным по сети.	 шәеилибакаала, аҭаӡ аҭаӡ аҭаҵа ҟарҵарц азы.
8691	включите учётную запись или используйте для отправки другую учётную запись.	 зыӡбахә ҳәоу анҵамҭа, мамзаргьы даҽа ҵарак ахь идәықәшәҵа.
28288	включите этот параметр, чтобы ограничить область планшета в соответствии с соотношением сторон выводимого изображения.	 ари апараметр аҵакыра, иҭшәоу асахьа аганқәа реизыҟазаашьа инақәыршәаны, апланшет аҵакыра аҳәаа аиҭеит.
23687	включите, чтобы планшет работал в абсолютном режиме.	 апланшетиа абсолиуттә режим ала аус аулоит.
23695	включите, чтобы только перемещать курсор при касании планшета.	 апланшетиа азгәаҭараан ахырхага ииаагаларц азы.
32343	включить вывод отладочной информации.	 арҽеиратә информациа аҿактәуп.
22865	включить звуки.	 абжьқәа аҿактәуп.
5002	включить значок в области уведомления.	 адыргаҷа аҿактәуп ардырга аҵакыра аҟны.
15467	включить или выключить функцию автосохранения.	 иаҿактәуп ма иадҿактәуп автофункциа.
4215	включить курсорную навигацию?	 ари акурсор анавигациа аҿактәуп.
27973	включить ли функцию залипающих клавиш.	 арыд аҿактәума афункциа
3090	включить ли функцию интеллектуального предотвращения отслеживания.	 аинтеллектуалтә ламысшара аҿактәума
28039	включить нажатия при наведении.	 иаҿактәуп аҽықәкраан.
25456	включить новые репозитории при их добавлении.	 иаҿактәуп асимпозиум ҿыцқәа, урҭ ацҵаразы
4747	включить режим каретки, то есть вы сможете видеть курсор при чтении почты.	 акарикат арежим аҿактәуп, даҽакала иуҳәозар, шәара ишәылшоит уи ахырхага аԥхьараан.
3868	включить режим клавишной навигации?	 ари анавигациа арежим ҿаҳкрыма?
25431	включить репозитории стороннего по?	 иаҿактәума аганқәа асимпозиумқәа?
25241	включить репозиторий стороннего по?	 асимпозиум иаҿактәума аганқәа?
5006	включить уведомления о поступлении новых сообщений.	 анацҳа ҿыцқәа рҭаларазы ардырга ҷыдақәа аҿактәуп.
4735	включить функцию поиска в боковой панели, для интерактивного поиска названий папок.	 аганахьтәи апанель аҟны аԥшаара афункциа аҿактәуп аҭаӡ ахьӡ аԥшаара иазхьарԥшы.
38113	владелец файла.	 афаил аԥшәма.
19518	влияет на производительность системы и время работы.	 асистема ашьақәгылареи аусура аамҭеи анырра анаҭоит.
4665	вместо обычного поведения ответить всем, этот параметр настроит кнопку ответить всем на панели инструментов на ответ только в список рассылки, через который вы получили копию сообщения, на которое отвечаете.	 иаабац ахымҩаԥгашьа ахаҭыԥан, ари апараметр апытҟәыр рхиатәуп амыругақәаа рпанельқәа зегьы рҭак аҟаҵаразы аҭак ҟаҵо, ишәоуз адырра акопиа ахыхразы.
21282	вместо разблокирования этого тома, попытайтесь разблокировать второй том, скрытый внутри.	 ари атом аҭыжьра аҭыԥан, иҵәаху аҩбатәи атом аҭыжьра шәҽазышәшәа.
933	вместо этого могут быть показаны видимые размеры.	 уи аҭыԥан иубар алшоит иубарҭоу ашәагаақәа.
14830	внутренняя ошибка распознавателя прокси.	 апрокси аныҟәгаҩ аҩныҵҟатәи агха.
15757	во время выполнения операции произошла ошибка.	 аоперациа анагӡараан агха ҟалеит.
10390	во время добавления файлов в архив произошла ошибка.	 афаилқәа ацҵараан архив аҿы агха ҟалеит.
10394	во время обновления файлов произошла ошибка.	 афаилқәа рырҿыцра аан агха ҟалеит.
10393	во время переименования файлов произошла ошибка.	 афаилқәа рыхьӡқәа рыԥсахраан агха ҟалеит.
10391	во время проверки архива произошла ошибка.	 архив агәаҭараан агха ҟалеит.
10386	во время распаковки файлов произошла ошибка.	 афаилқәа аныршоз аамҭазы агха ҟалеит.
6789	во время составлении сообщений возникла ошибка.	 анацҳақәа рышьақәыргылараан агха ҟалеит.
10392	во время сохранения архива произошла ошибка.	 архив аиқәырхараан иҟалеит агха.
10389	во время удаления файлов из архива произошла ошибка.	 афаилқәа аныхразы архив аҟнытә агха ҟалеит.
10388	во время чтения архива произошла ошибка.	 архив аԥхьараан агха ҟалеит.
15367	возврат к предыдущему состоянию вашей виртуальной машины.	 шәаԥхьаҟа ихыҭҳәаау амашьынахь.
42723	возвращает полное пространство имён для класса.	 иҳанаҭоит агиперболатә секанс акласс азы
19677	возможен поиск стран и языков.	 атәылақәеи абызшәеи рыԥшаара ҟалар алшоит.
42929	возможно отключённый модуль?	 иҟалап иаҿыху амодуль акәзар?
7476	возможно, сервер адресной книги недоступен, имя сервера может быть введено неправильно или соединение с сетью отсутствует.	 иҟалап асервертә шәҟәы азымхозар, насгьы асервер ахьӡ иашаӡам, ма астиула аимадара ыҟаӡам.
21326	возможно, этот жёсткий диск скоро выйдет из строя.	 иҟалап, ари адиск кьакьа иаарласны зыргылара иаҿу.
23201	войдите, чтобы включить эту учётную запись.	 иаҿашәкы, ари аҵаратә нҵаразы.
40243	войти в режим общего осмотра.	 азеиԥш гәаҭара арежим аҭалара.
18526	воспроизведение звуков.	 абжьы арҳәара.
5015	воспроизводить звук при получении новой почты, если не включён режим гудка.	 апытҟәыр ҿыцқәа раиураан, апытҟәыр арежим ахәҭамзар.
28378	воспроизводить звуки для событий пользователя.	 ахархәаҩ ахҭысқәа рзы абыжьқәа раарԥшра.
40948	воспроизводить ли звук.	 иргатәуп абжьы.
28382	воспроизводить ли звуки при событиях ввода.	 аҭагалараан иҟалеит абыжьқәа.
5012	воспроизводить ли звуковой файл.	 абжьытә фаил арҳәара.
10798	воспроизводить ли звуковые события.	 аиҭаҟаҵара ахҭысқәа рымҩаԥгара.
27077	восстанавливается предыдущий сеанс при запуске текстового редактора.	 атексттә аредактор аусура аларгараан, уаанӡа аԥхьатәи асеанс аиҭашьақәыргылара иаҿуп.
5209	восстановить изображение контакта?	 ииагатәуп азхьарԥш?
6741	восстановить незавершённые сообщения?	 анамгӡара ахьыуадаҩхо?
6745	восстановить последнюю сохранённую версию сообщения?	 нарцәытәи адырраҭа еиқәырхатәума?
15494	восстановить предыдущие файлы при загрузке проекта.	 уаанӡатәи афаилқәа апроект аҭагалараан еиҭашьақәыргылатәуп.
6746	восстановление сообщения позволит продолжить с места последнего сохранения.	 аацҳарақәа реиҭашьақәыргылара аҵыхәтәантәи аиқәырхараҭыԥ аҟынтәи иацнаҵоит.
40942	вращать по часовой стрелке.	 асааҭ ахыц ала аргьежьра.
40233	временный заголовок столбца очищен.	 аамҭалатәи аиҵаргыла ахы рыцқьоуп.
40235	временный заголовок строки очищен.	 аамҭалатәи ацәаҳәа ахы рыцқьоуп.
23215	время активации сертификата ещё не наступило.	 асертификат активациа аамҭа ааиаанӡа.
32312	время активации сертификата находится в будущем.	 асертификат активтәра аамҭа ҳаԥхьаҟа иҟоуп.
28043	время в секундах перед тем, как сработает вторичное нажатие.	 еимгеимцарак иалагӡаны, иҩбахаз ашьандал иҭаиргылаанӡа.
11278	время действия учётной записи истекло.	 аамҭа аҳасабтәқәҵага ахы ианарбоит.
18106	время истекло!	 аамҭа аиасра!
10564	время между прыжками шарика в миллисекундах.	 аамҭа аҭагылазаашьа миллисекундла ақәԥагақәа рыбжьара
27964	время ожидания в милисекундах перед началом работы кнопок движения мыши.	 амилициаҿы игәыӷрақәа аҳәынаԥ апытҟәырқәа аусура иалагаанӡа.
28120	время, после которого курсор перестаёт мигать, в секундах.	 акурсор кәеицеир ахәҭоу аамҭа, асекундқәа раан.
19992	все временные файлы будут безвозвратно удалены.	 аамҭалатәи афаилқәа зегьы ԥхьара рымамкәа иаԥыххоит.
21649	всё готово!	 зегь акоуп!
11937	все данные будут храниться в приватном хранилище и никогда не будут опубликованы или переданы третьим лицам.	 арҭ адыррақәа зегьы априватизациа рзурахь ииагахоит, насгьы ахаан ахԥатәи ауаатәыҩса ирыҭахоит.
5543	все информация об этой заметке будет безвозвратно удалена.	 ари азгәаҭазы аинформациа зегьы ҿааҳәырада ианыххоит.
43398	все обновления завершены.	 арҿыцрақәа зегьы хыркәшоуп.
19989	все объекты корзины будут безвозвратно удалены.	 акаҵкәыр аобиектқәа зегьы ԥҳәысаагарада ианыххоит.
38262	все объекты, находящиеся в корзине, будут безвозвратно удалены.	 акаҵкәыр аҿы иҟоу аобиектқәа зегьы ықәгахоит.
1100	всё равно продолжить?	 ҳцоит ҩаԥхьа?
5552	все сведения об этих встречах будут безвозвратно удалены.	 арҭ аиԥыларақәа официалра ҳәа акгьы рыҵамызт.
5546	все сведения об этой встрече будут безвозвратно удалены.	 ари аиԥыларазы адырранҵақәа зегьы аархашҭуеит.
5539	все сведения об этой задаче будут безвозвратно удалены.	 ари адҵазы адырраҭарақәа зегьы ԥҳәысаагарада ихыркәшахоит.
5536	все сведения об этом собрании будут безвозвратно удалены.	 уи аизараҿы иҟоу адыррақәа зегьы ҿааҳәырак рымамкәа иаԥыххоит.
14171	всё содержимое файла было проигнорировано.	 афаил иагәылоу зегьы гәандрахеит.
8671	все сообщения в выделенной папке будут помечены как прочитанные.	 иалкаау аҭаӡ ахь адырраҭарақәа зегьыиааркуп изыԥхьаз еиԥш.
6757	все учётные записи были удалены.	 ашколқәа зегьы аныхын.
3901	все шрифты являются стандартными или встроенными.	 ашрифтқәа зегьы истандарту, ма цәаҳәактәиу.
8039	всегда игнорировать обратный адрес для списков рассылки.	 асиақәа рзы шьҭахьтәи адрес иазхьаԥштәым.
24273	всегда показывать в пользовательском меню пункт выйти.	 ахархәаҩтә мениу аҿы еснагь иарбалатәуп апункт.
9703	всегда показывать часть простого текста и делать вложения из других частей, если это необходимо.	 еснагь атекст ахәҭа арбалатәуп, нас егьырҭ ахәҭақәа ишрыхәҭоу еиԥш аҟаҵара.
28066	вспомогательный цвет градиента начиная с правой или с нижней стороны, при сплошной заливке не используется.	 ацхыраагӡатә ԥштәы аградиент арӷьага инаркны армарахьтәи мамзаргьы ҵаҟатәи аганқәа рыла инеидкыланы ахархәара амаӡам.
1108	вставленный диск не может быть очищен.	 ибжьаргылоу адиск арыцқьара ауам.
1057	вставьте диск с данными.	 иҭаргылатәуп адырқәа зцу адиск.
1166	вставьте диск, не защищённый от копирования.	 копиахыхра аҟынтә ихьчоу асанҭыр ҭашәыргыл.
1056	вставьте перезаписываемый диск с данными.	 иҭажәгал анҵамҭа аиҭаҭаҩра.
5556	вся информация из этих заметок будет безвозвратно удалена.	 арҭ азгәаҭақәа зегьы рхынҳәышьа рымамкәа иаԥыххоит.
5550	вся информация из этой заметки будет безвозвратно удалена.	 ари азгәаҭа аҟынтәи аинформациа зегьы ҿааҳәырада ианыххоит.
5554	вся информация об этих задачах будет безвозвратно удалена.	 арҭ азҵаарақәа ртәы аинформациа зегьы ҿааҳәырада ианыххоит.
15178	вы будете уведомлены, когда загрузка будет завершена.	 аҭагалара ахыркәшарахь инеит.
5582	вы действительно хотите отправить обновлённые сведения заметки участникам?	 шәара ишәҭахыҵәҟома зыӡбахә ҳәоу ардыргаҷақәа шәышьҭырц?
5580	вы действительно хотите отправить эту заметку всем участникам?	 уи азгәаҭа ирықәнагоума алахәылацәа зегьы?
3499	вы действительно хотите удалить это расширение?	 ианыхтәума ари арҭбаара?
6213	вы должны быть участником события.	 ахҭыс шәалахәзароуп.
520	вы ищете валета.	 шәара валери дшәышьҭоуп.
517	вы ищете восьмёрку.	 шәара ишәышьҭоуп ааҩык.
521	вы ищете даму.	 шәара ишәыԥшаауеит ааи.
511	вы ищете двойку.	 шәара ҩбаны ишәышьҭоуп.
518	вы ищете девятку.	 шәара ишәышьҭоуп аҵыс.
519	вы ищете десятку.	 шәара ажәа ишәыԥшаауеит.
522	вы ищете короля.	 шәара акрал шәишьҭоуп.
514	вы ищете пятёрку.	 шәара ишәышьҭоуп ахәаша.
516	вы ищете семёрку.	 шәара ишәышьҭоуп абри
512	вы ищете тройку.	 шәара хԥаҟа ишәышьҭоуп.
510	вы ищете туза.	 шәара ишәышьҭоуп.
513	вы ищете четвёрку.	 шәара аԥшьбатәи шәашьҭоуп.
515	вы ищете шестёрку.	 шәара ишәышьҭоуп фҩык.
12062	вы когда-нибудь думали о том, чтобы внести свой вклад?	 шәазхәыцхьоума шәара зныкыр шәлагала ахә ашьара?
12058	вы когда-нибудь сталкивались с ошибкой?	 шәазхәыцхьоума шәара зныкыр агха?
24576	вы можете вставить изображение из буфера обмена.	 шәара ишәылшоит аиҭныԥсахлара абуфер аҟынтәи асахьа бжьаргылар.
22028	вы можете перемешать кости, но это не гарантирует решения головоломки.	 шәара абаҩқәа шәыԥсахыр шәылшоит, аха уи иаанагаӡом патуқәҵарада аӡбарақәа шәыдышәкылоит ҳәа.
7849	вы можете перетаскивать учётные записи с помощью мыши, чтобы изменить их порядок.	 шәара ишәылшоит аҳәынаԥ ала еиуеиԥшым анҵамҭақәа рыԥшаара, урҭ реишьҭагылашьа аԥсахра.
24416	вы можете подождать отклика приложения некоторое время, или принудительно завершить его работу.	 шәара ишәылшоит апрограмма анагӡара, мамзаргьы мчыла аусура аларгара.
8219	вы можете скачать удалённое содержимое вручную или сохранить настройку скачивать удалённое содержимое от этого отправителя или используемого сайта.	 иҭажәгалар ҟалоит напыла ианыху, мамзаргьы ари ашьҭҩы иҟынтәи ианыхтәу, мамзаргьы асаит.
15204	вы найдете свой файл в каталоге загрузки.	 иалышәх афаил аҭагалара акаталог аҿы.
8631	вы не ввели всю необходимую информацию.	 шәара иахәҭоу аинформациа зегьы ҭажәгалеит.
26335	вы не можете подвинуть эту костяшку!	 шәара уи агәҭылсаҟаҵара шәылшом!
25492	вы не можете публиковать отзывы из-за оскорбительного и грубого поведения.	 шәара ишәылшоит ахҳәаа рзыҟашәҵар улазырҟәуа, насгьы ихжәаны шәхымҩаԥгашьа.
